,Fuzzers,Exploits,Worms,Shellcode,Generic,Analysis,Backdoor,DoS,Reconnaissance,Normal
0,0,782,27,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1001,0,0,0
2,0,0,0,0,0,0,0,0,0,1001
3,0,0,0,0,1001,0,0,0,0,0
4,1001,0,0,0,0,0,0,0,0,0
5,0,0,0,1001,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1001,0
7,0,0,0,0,0,1001,0,0,0,0
8,0,0,0,0,0,0,0,1001,0,0
9,0,219,103,0,0,0,0,0,0,0
