,Fuzzers,Exploits,Worms,Shellcode,Generic,Analysis,Backdoor,DoS,Reconnaissance,Normal
0,0,0,0,0,0,1001,0,0,0,0
1,0,1001,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1001,0
3,0,0,0,1001,0,0,0,0,0,0
4,1001,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1001,0,0,0
6,0,0,0,0,0,0,0,1001,0,0
7,0,0,0,0,1001,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,1001
9,0,0,130,0,0,0,0,0,0,0
